sample_uid	sample_token	gse_id	cancer_type	candidate_policy	n_cells	n_candidate	n_reference	infercnv_status	copykat_status	explanation
GSE183904|GSE183904__GSM5573487_sample22	GSE183904_GSE183904__GSM5573487_sample22_85ed176c1861	GSE183904	Gastric cancer	epithelial_solid_default	327	4	240	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573491_sample26	GSE183904_GSE183904__GSM5573491_sample26_b5a896da1f42	GSE183904	Gastric cancer	epithelial_solid_default	1528	154	999	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573492_sample27	GSE183904_GSE183904__GSM5573492_sample27_b959f7bba763	GSE183904	Gastric cancer	epithelial_solid_default	3053	43	2209	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573495_sample30	GSE183904_GSE183904__GSM5573495_sample30_d4363717ee11	GSE183904	Gastric cancer	epithelial_solid_default	2136	114	1712	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573501_sample36	GSE183904_GSE183904__GSM5573501_sample36_20623e76d19d	GSE183904	Gastric cancer	epithelial_solid_default	1865	173	1433	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573502_sample37	GSE183904_GSE183904__GSM5573502_sample37_e7338ff58eb6	GSE183904	Gastric cancer	epithelial_solid_default	155	3	60	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573503_sample38	GSE183904_GSE183904__GSM5573503_sample38_61456d3a2218	GSE183904	Gastric cancer	epithelial_solid_default	1413	170	616	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE183904|GSE183904__GSM5573505_sample40	GSE183904_GSE183904__GSM5573505_sample40_4d634c4fdebe	GSE183904	Gastric cancer	epithelial_solid_default	3561	54	1956	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G43N	GSE201347_G43N_2afc7cd3a388	GSE201347	Gastric cancer	epithelial_solid_default	3735	149	3234	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G43T	GSE201347_G43T_152c2b7740ff	GSE201347	Gastric cancer	epithelial_solid_default	5292	64	4662	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G45T	GSE201347_G45T_22406706bd8a	GSE201347	Gastric cancer	epithelial_solid_default	3588	113	2783	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G47T	GSE201347_G47T_d6438bcb9382	GSE201347	Gastric cancer	epithelial_solid_default	3353	164	2772	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G49N	GSE201347_G49N_cfd3d22f7855	GSE201347	Gastric cancer	epithelial_solid_default	7543	69	6769	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G50N	GSE201347_G50N_60a46187826f	GSE201347	Gastric cancer	epithelial_solid_default	3741	186	3116	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G51T	GSE201347_G51T_02302c46da9f	GSE201347	Gastric cancer	epithelial_solid_default	5177	55	3784	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347| G52N	GSE201347_G52N_97d841a43c27	GSE201347	Gastric cancer	epithelial_solid_default	5704	100	5267	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347|G40N	GSE201347_G40N_7ecf161138ad	GSE201347	Gastric cancer	epithelial_solid_default	4536	20	4093	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE201347|G40T	GSE201347_G40T_eb566a7772a7	GSE201347	Gastric cancer	epithelial_solid_default	5167	51	4358	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347|G41T	GSE201347_G41T_25ab5456fed2	GSE201347	Gastric cancer	epithelial_solid_default	2635	193	2137	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE201347|G42T	GSE201347_G42T_23035982c617	GSE201347	Gastric cancer	epithelial_solid_default	4365	44	2633	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349950_D01P	GSE270680_GSM8349950_D01P_c8cab28399d6	GSE270680	Gastric cancer	epithelial_solid_default	8512	0	7224	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349951_D02T	GSE270680_GSM8349951_D02T_61cb78302b70	GSE270680	Gastric cancer	epithelial_solid_default	7042	56	4355	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349952_D02N	GSE270680_GSM8349952_D02N_aa67160af2e4	GSE270680	Gastric cancer	epithelial_solid_default	4730	1	3329	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349953_D02L	GSE270680_GSM8349953_D02L_5f0c4846fcb6	GSE270680	Gastric cancer	epithelial_solid_default	11098	0	9785	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349954_D02P	GSE270680_GSM8349954_D02P_3b1b484ce96d	GSE270680	Gastric cancer	epithelial_solid_default	9633	0	8330	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349955_D03T	GSE270680_GSM8349955_D03T_5eb4925c05d1	GSE270680	Gastric cancer	epithelial_solid_default	3973	176	3182	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349957_D03L	GSE270680_GSM8349957_D03L_2e111db94d04	GSE270680	Gastric cancer	epithelial_solid_default	7865	2	6756	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349958_D04T	GSE270680_GSM8349958_D04T_d228ac8a83e0	GSE270680	Gastric cancer	epithelial_solid_default	5874	38	4598	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349959_D04N	GSE270680_GSM8349959_D04N_ca1efccf583d	GSE270680	Gastric cancer	epithelial_solid_default	5539	9	4875	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349960_D04L	GSE270680_GSM8349960_D04L_5c527c992a5d	GSE270680	Gastric cancer	epithelial_solid_default	8396	0	7632	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349961_D04P	GSE270680_GSM8349961_D04P_bd79a63438ba	GSE270680	Gastric cancer	epithelial_solid_default	6512	4	5290	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349962_D05T	GSE270680_GSM8349962_D05T_5ac245e9276b	GSE270680	Gastric cancer	epithelial_solid_default	6926	11	4169	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349963_D05N	GSE270680_GSM8349963_D05N_cab0a93adafd	GSE270680	Gastric cancer	epithelial_solid_default	6286	4	4899	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349964_D05L	GSE270680_GSM8349964_D05L_4b6b0c1ad19d	GSE270680	Gastric cancer	epithelial_solid_default	10049	1	8861	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349965_D05P	GSE270680_GSM8349965_D05P_5e6841000296	GSE270680	Gastric cancer	epithelial_solid_default	10737	0	9226	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349966_D06T	GSE270680_GSM8349966_D06T_f9832d933050	GSE270680	Gastric cancer	epithelial_solid_default	4239	116	2911	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349967_D06N	GSE270680_GSM8349967_D06N_dcb1d403c661	GSE270680	Gastric cancer	epithelial_solid_default	6423	25	5112	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349968_D06L	GSE270680_GSM8349968_D06L_3fee05072397	GSE270680	Gastric cancer	epithelial_solid_default	9596	0	8561	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349969_D06P	GSE270680_GSM8349969_D06P_6be1fa2741b6	GSE270680	Gastric cancer	epithelial_solid_default	13433	0	11525	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349970_D07T	GSE270680_GSM8349970_D07T_0a4c3ff6d790	GSE270680	Gastric cancer	epithelial_solid_default	5135	50	3966	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349971_D07N	GSE270680_GSM8349971_D07N_1e1244357668	GSE270680	Gastric cancer	epithelial_solid_default	3994	93	2769	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349972_D07L	GSE270680_GSM8349972_D07L_ce53351fc681	GSE270680	Gastric cancer	epithelial_solid_default	5021	5	4328	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349973_D07P	GSE270680_GSM8349973_D07P_8ee733f0ede0	GSE270680	Gastric cancer	epithelial_solid_default	3127	0	2493	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349974_D08T	GSE270680_GSM8349974_D08T_975ba18c35c5	GSE270680	Gastric cancer	epithelial_solid_default	6388	24	5602	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349975_D08N	GSE270680_GSM8349975_D08N_ebbfe398c49e	GSE270680	Gastric cancer	epithelial_solid_default	6407	18	5522	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349976_D08L	GSE270680_GSM8349976_D08L_fed7c98042b2	GSE270680	Gastric cancer	epithelial_solid_default	7334	0	6162	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349977_D08P	GSE270680_GSM8349977_D08P_e229a69fac3e	GSE270680	Gastric cancer	epithelial_solid_default	6363	0	5397	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349978_D09T	GSE270680_GSM8349978_D09T_c3a5fa0b5909	GSE270680	Gastric cancer	epithelial_solid_default	7157	20	6244	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349979_D09N	GSE270680_GSM8349979_D09N_85f0902dbed1	GSE270680	Gastric cancer	epithelial_solid_default	5446	48	4585	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349980_D09L	GSE270680_GSM8349980_D09L_230f2ab88a1b	GSE270680	Gastric cancer	epithelial_solid_default	6997	3	5997	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349981_D09P	GSE270680_GSM8349981_D09P_a8756d3675fc	GSE270680	Gastric cancer	epithelial_solid_default	7534	0	4241	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349982_D10T	GSE270680_GSM8349982_D10T_3148107d2198	GSE270680	Gastric cancer	epithelial_solid_default	7020	52	5304	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349983_D10N	GSE270680_GSM8349983_D10N_4d188146b132	GSE270680	Gastric cancer	epithelial_solid_default	2045	10	1505	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349984_D10L	GSE270680_GSM8349984_D10L_f7f37ae6597f	GSE270680	Gastric cancer	epithelial_solid_default	9418	1	8529	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349985_D10P	GSE270680_GSM8349985_D10P_b265cddb5516	GSE270680	Gastric cancer	epithelial_solid_default	7268	0	6025	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349987_D11N	GSE270680_GSM8349987_D11N_6cb7d04b2bee	GSE270680	Gastric cancer	epithelial_solid_default	8300	0	1589	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349988_D11P	GSE270680_GSM8349988_D11P_d0bff6110361	GSE270680	Gastric cancer	epithelial_solid_default	5862	0	4617	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349989_D12T	GSE270680_GSM8349989_D12T_fdaae7ea2619	GSE270680	Gastric cancer	epithelial_solid_default	4778	93	3859	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349991_D12L	GSE270680_GSM8349991_D12L_cf4105a01a5d	GSE270680	Gastric cancer	epithelial_solid_default	4281	0	3262	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349992_D15T	GSE270680_GSM8349992_D15T_2e8fd57f8dfb	GSE270680	Gastric cancer	epithelial_solid_default	7759	15	6439	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349993_D16N	GSE270680_GSM8349993_D16N_b298fc8a1060	GSE270680	Gastric cancer	epithelial_solid_default	9037	29	6112	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349994_D16L	GSE270680_GSM8349994_D16L_63de3e5d89ce	GSE270680	Gastric cancer	epithelial_solid_default	9367	0	6810	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349995_D16P	GSE270680_GSM8349995_D16P_15c491f30222	GSE270680	Gastric cancer	epithelial_solid_default	9508	0	6414	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349996_D17T	GSE270680_GSM8349996_D17T_2d078e8a3f5e	GSE270680	Gastric cancer	epithelial_solid_default	10337	0	9269	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349997_D17N	GSE270680_GSM8349997_D17N_4a47fabe34eb	GSE270680	Gastric cancer	epithelial_solid_default	8659	36	7428	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349998_D18T	GSE270680_GSM8349998_D18T_3ab778eac2d6	GSE270680	Gastric cancer	epithelial_solid_default	1746	74	1335	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE270680|GSM8349999_D18L	GSE270680_GSM8349999_D18L_4e10405c04df	GSE270680	Gastric cancer	epithelial_solid_default	9058	0	7873	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
